"route_id.char","state","BCR","BCRNAME"
"729232","PA","28","APPALACHIAN MOUNTAINS"
"729293","PA","28","APPALACHIAN MOUNTAINS"
"720040","PA","28","APPALACHIAN MOUNTAINS"
"729312","PA","28","APPALACHIAN MOUNTAINS"
"729327","PA","28","APPALACHIAN MOUNTAINS"
"720072","PA","28","APPALACHIAN MOUNTAINS"
"729343","PA","28","APPALACHIAN MOUNTAINS"
"720045","PA","28","APPALACHIAN MOUNTAINS"
"720061","PA","28","APPALACHIAN MOUNTAINS"
"720094","PA","28","APPALACHIAN MOUNTAINS"
"720077","PA","28","APPALACHIAN MOUNTAINS"
"720036","PA","28","APPALACHIAN MOUNTAINS"
"720035","PA","28","APPALACHIAN MOUNTAINS"
"720006","PA","28","APPALACHIAN MOUNTAINS"
"720906","PA","28","APPALACHIAN MOUNTAINS"
"720091","PA","28","APPALACHIAN MOUNTAINS"
"720009","PA","28","APPALACHIAN MOUNTAINS"
"720127","PA","28","APPALACHIAN MOUNTAINS"
"720041","PA","28","APPALACHIAN MOUNTAINS"
"720126","PA","28","APPALACHIAN MOUNTAINS"
"720029","PA","28","APPALACHIAN MOUNTAINS"
"720088","PA","28","APPALACHIAN MOUNTAINS"
"720902","PA","28","APPALACHIAN MOUNTAINS"
"720073","PA","28","APPALACHIAN MOUNTAINS"
"720034","PA","28","APPALACHIAN MOUNTAINS"
"720903","PA","28","APPALACHIAN MOUNTAINS"
"460053","MD","28","APPALACHIAN MOUNTAINS"
"720904","PA","28","APPALACHIAN MOUNTAINS"
"720030","PA","28","APPALACHIAN MOUNTAINS"
"729311","PA","28","APPALACHIAN MOUNTAINS"
"720054","PA","28","APPALACHIAN MOUNTAINS"
"729328","PA","28","APPALACHIAN MOUNTAINS"
"720044","PA","28","APPALACHIAN MOUNTAINS"
"720031","PA","28","APPALACHIAN MOUNTAINS"
"720901","PA","28","APPALACHIAN MOUNTAINS"
"720003","PA","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"720008","PA","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"720007","PA","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"720005","PA","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"720001","PA","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"720004","PA","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"720002","PA","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"720107","PA","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"720195","PA","29","PIEDMONT"
"720078","PA","29","PIEDMONT"
"720084","PA","29","PIEDMONT"
"720081","PA","29","PIEDMONT"
"720196","PA","29","PIEDMONT"
"720076","PA","29","PIEDMONT"
"720075","PA","29","PIEDMONT"
"720070","PA","29","PIEDMONT"
"720097","PA","29","PIEDMONT"
"720098","PA","29","PIEDMONT"
"720174","PA","29","PIEDMONT"
"720074","PA","29","PIEDMONT"
"720275","PA","29","PIEDMONT"
"720175","PA","29","PIEDMONT"
"460009","MD","29","PIEDMONT"
"720095","PA","29","PIEDMONT"
"720182","PA","29","PIEDMONT"
"800051","SC","29","PIEDMONT"
"800019","SC","29","PIEDMONT"
"800020","SC","29","PIEDMONT"
"800116","SC","29","PIEDMONT"
"800119","SC","29","PIEDMONT"
"800021","SC","29","PIEDMONT"
"800050","SC","29","PIEDMONT"
"800014","SC","29","PIEDMONT"
"800015","SC","29","PIEDMONT"
"800016","SC","29","PIEDMONT"
"800114","SC","29","PIEDMONT"
"800017","SC","29","PIEDMONT"
"800112","SC","29","PIEDMONT"
"800052","SC","29","PIEDMONT"
"800002","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800005","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800006","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800009","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800010","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800004","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800013","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800001","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800055","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800008","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800057","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800058","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800059","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800007","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800101","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800022","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800054","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800900","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800012","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800053","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800003","SC","27","SOUTHEASTERN COASTAL PLAIN"
"803609","SC","27","SOUTHEASTERN COASTAL PLAIN"
"803735","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800122","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800011","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800056","SC","27","SOUTHEASTERN COASTAL PLAIN"
"800220","SC","28","APPALACHIAN MOUNTAINS"
"800018","SC","28","APPALACHIAN MOUNTAINS"
"Randolph","VT","14","ATLANTIC NORTHERN FOREST"
"Coventry","VT","14","ATLANTIC NORTHERN FOREST"
"Pawlet","VT","14","ATLANTIC NORTHERN FOREST"
"Bennington","VT","14","ATLANTIC NORTHERN FOREST"
"Springfield","VT","14","ATLANTIC NORTHERN FOREST"
"Peacham","VT","14","ATLANTIC NORTHERN FOREST"
"Concord","VT","14","ATLANTIC NORTHERN FOREST"
"SouthTunbridge","VT","14","ATLANTIC NORTHERN FOREST"
"Underhill","VT","14","ATLANTIC NORTHERN FOREST"
"Hartland","VT","14","ATLANTIC NORTHERN FOREST"
"Brattleboro","VT","14","ATLANTIC NORTHERN FOREST"
"Corinth","VT","14","ATLANTIC NORTHERN FOREST"
"Rockingham","VT","14","ATLANTIC NORTHERN FOREST"
"Rutland","VT","14","ATLANTIC NORTHERN FOREST"
"WestHaven","VT","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"Hinesburg","VT","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"Shoreham","VT","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"Wells","VT","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"SnakeMountain","VT","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"Ferisburg","VT","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"Panton","VT","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"Monkton","VT","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"Salisbury","VT","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"Highgate","VT","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"FairHaven","VT","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"Orwell","VT","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"Georgia","VT","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"Brandon","VT","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"Vernon","VT","30","NEW ENGLAND/MID-ATLANTIC COAST"
"880031","VA","27","SOUTHEASTERN COASTAL PLAIN"
"880043","VA","27","SOUTHEASTERN COASTAL PLAIN"
"880048","VA","27","SOUTHEASTERN COASTAL PLAIN"
"880127","VA","27","SOUTHEASTERN COASTAL PLAIN"
"889271","VA","27","SOUTHEASTERN COASTAL PLAIN"
"880918","VA","27","SOUTHEASTERN COASTAL PLAIN"
"889324","VA","27","SOUTHEASTERN COASTAL PLAIN"
"880044","VA","27","SOUTHEASTERN COASTAL PLAIN"
"880046","VA","27","SOUTHEASTERN COASTAL PLAIN"
"883905","VA","27","SOUTHEASTERN COASTAL PLAIN"
"880128","VA","27","SOUTHEASTERN COASTAL PLAIN"
"889264","VA","27","SOUTHEASTERN COASTAL PLAIN"
"880045","VA","27","SOUTHEASTERN COASTAL PLAIN"
"880016","VA","28","APPALACHIAN MOUNTAINS"
"880004","VA","28","APPALACHIAN MOUNTAINS"
"880035","VA","28","APPALACHIAN MOUNTAINS"
"880036","VA","28","APPALACHIAN MOUNTAINS"
"880018","VA","28","APPALACHIAN MOUNTAINS"
"880034","VA","28","APPALACHIAN MOUNTAINS"
"880923","VA","28","APPALACHIAN MOUNTAINS"
"880015","VA","28","APPALACHIAN MOUNTAINS"
"880003","VA","28","APPALACHIAN MOUNTAINS"
"880017","VA","28","APPALACHIAN MOUNTAINS"
"880005","VA","28","APPALACHIAN MOUNTAINS"
"886864","VA","28","APPALACHIAN MOUNTAINS"
"880007","VA","28","APPALACHIAN MOUNTAINS"
"880907","VA","28","APPALACHIAN MOUNTAINS"
"880038","VA","28","APPALACHIAN MOUNTAINS"
"880133","VA","28","APPALACHIAN MOUNTAINS"
"880901","VA","28","APPALACHIAN MOUNTAINS"
"880135","VA","28","APPALACHIAN MOUNTAINS"
"880924","VA","28","APPALACHIAN MOUNTAINS"
"880900","VA","28","APPALACHIAN MOUNTAINS"
"880905","VA","28","APPALACHIAN MOUNTAINS"
"880902","VA","28","APPALACHIAN MOUNTAINS"
"880903","VA","28","APPALACHIAN MOUNTAINS"
"880904","VA","28","APPALACHIAN MOUNTAINS"
"880922","VA","28","APPALACHIAN MOUNTAINS"
"880116","VA","28","APPALACHIAN MOUNTAINS"
"880920","VA","28","APPALACHIAN MOUNTAINS"
"880014","VA","28","APPALACHIAN MOUNTAINS"
"880033","VA","28","APPALACHIAN MOUNTAINS"
"880047","VA","28","APPALACHIAN MOUNTAINS"
"880134","VA","28","APPALACHIAN MOUNTAINS"
"889338","VA","28","APPALACHIAN MOUNTAINS"
"880008","VA","28","APPALACHIAN MOUNTAINS"
"880921","VA","28","APPALACHIAN MOUNTAINS"
"880906","VA","28","APPALACHIAN MOUNTAINS"
"888671","VA","28","APPALACHIAN MOUNTAINS"
"880013","VA","28","APPALACHIAN MOUNTAINS"
"880910","VA","30","NEW ENGLAND/MID-ATLANTIC COAST"
"880915","VA","30","NEW ENGLAND/MID-ATLANTIC COAST"
"889256","VA","30","NEW ENGLAND/MID-ATLANTIC COAST"
"880911","VA","30","NEW ENGLAND/MID-ATLANTIC COAST"
"889252","VA","30","NEW ENGLAND/MID-ATLANTIC COAST"
"880914","VA","30","NEW ENGLAND/MID-ATLANTIC COAST"
"880010","VA","30","NEW ENGLAND/MID-ATLANTIC COAST"
"880032","VA","30","NEW ENGLAND/MID-ATLANTIC COAST"
"880285","VA","30","NEW ENGLAND/MID-ATLANTIC COAST"
"880030","VA","30","NEW ENGLAND/MID-ATLANTIC COAST"
"880916","VA","30","NEW ENGLAND/MID-ATLANTIC COAST"
"880917","VA","30","NEW ENGLAND/MID-ATLANTIC COAST"
"883444","VA","29","PIEDMONT"
"880049","VA","29","PIEDMONT"
"889344","VA","29","PIEDMONT"
"880006","VA","29","PIEDMONT"
"880011","VA","29","PIEDMONT"
"880050","VA","29","PIEDMONT"
"889323","VA","29","PIEDMONT"
"880052","VA","29","PIEDMONT"
"889325","VA","29","PIEDMONT"
"880002","VA","29","PIEDMONT"
"880912","VA","29","PIEDMONT"
"885423","VA","29","PIEDMONT"
"880020","VA","29","PIEDMONT"
"880021","VA","29","PIEDMONT"
"880022","VA","29","PIEDMONT"
"880023","VA","29","PIEDMONT"
"880024","VA","29","PIEDMONT"
"880025","VA","29","PIEDMONT"
"880012","VA","29","PIEDMONT"
"880028","VA","29","PIEDMONT"
"880042","VA","29","PIEDMONT"
"880909","VA","29","PIEDMONT"
"880039","VA","29","PIEDMONT"
"880026","VA","29","PIEDMONT"
"880037","VA","29","PIEDMONT"
"880009","VA","29","PIEDMONT"
"880040","VA","29","PIEDMONT"
"880051","VA","29","PIEDMONT"
"880041","VA","29","PIEDMONT"
"880908","VA","29","PIEDMONT"
"880919","VA","29","PIEDMONT"
"888676","VA","29","PIEDMONT"
"900002","WV","28","APPALACHIAN MOUNTAINS"
"900004","WV","28","APPALACHIAN MOUNTAINS"
"900006","WV","28","APPALACHIAN MOUNTAINS"
"900003","WV","28","APPALACHIAN MOUNTAINS"
"900008","WV","28","APPALACHIAN MOUNTAINS"
"900001","WV","28","APPALACHIAN MOUNTAINS"
"900010","WV","28","APPALACHIAN MOUNTAINS"
"900011","WV","28","APPALACHIAN MOUNTAINS"
"900012","WV","28","APPALACHIAN MOUNTAINS"
"900005","WV","28","APPALACHIAN MOUNTAINS"
"900014","WV","28","APPALACHIAN MOUNTAINS"
"900015","WV","28","APPALACHIAN MOUNTAINS"
"900016","WV","28","APPALACHIAN MOUNTAINS"
"900017","WV","28","APPALACHIAN MOUNTAINS"
"900019","WV","28","APPALACHIAN MOUNTAINS"
"900020","WV","28","APPALACHIAN MOUNTAINS"
"900007","WV","28","APPALACHIAN MOUNTAINS"
"900022","WV","28","APPALACHIAN MOUNTAINS"
"900009","WV","28","APPALACHIAN MOUNTAINS"
"900024","WV","28","APPALACHIAN MOUNTAINS"
"900025","WV","28","APPALACHIAN MOUNTAINS"
"900026","WV","28","APPALACHIAN MOUNTAINS"
"900013","WV","28","APPALACHIAN MOUNTAINS"
"900028","WV","28","APPALACHIAN MOUNTAINS"
"900029","WV","28","APPALACHIAN MOUNTAINS"
"900030","WV","28","APPALACHIAN MOUNTAINS"
"900031","WV","28","APPALACHIAN MOUNTAINS"
"900032","WV","28","APPALACHIAN MOUNTAINS"
"900033","WV","28","APPALACHIAN MOUNTAINS"
"900021","WV","28","APPALACHIAN MOUNTAINS"
"900035","WV","28","APPALACHIAN MOUNTAINS"
"900036","WV","28","APPALACHIAN MOUNTAINS"
"900037","WV","28","APPALACHIAN MOUNTAINS"
"900038","WV","28","APPALACHIAN MOUNTAINS"
"900039","WV","28","APPALACHIAN MOUNTAINS"
"900041","WV","28","APPALACHIAN MOUNTAINS"
"900042","WV","28","APPALACHIAN MOUNTAINS"
"900043","WV","28","APPALACHIAN MOUNTAINS"
"900044","WV","28","APPALACHIAN MOUNTAINS"
"900045","WV","28","APPALACHIAN MOUNTAINS"
"900046","WV","28","APPALACHIAN MOUNTAINS"
"900047","WV","28","APPALACHIAN MOUNTAINS"
"900048","WV","28","APPALACHIAN MOUNTAINS"
"900049","WV","28","APPALACHIAN MOUNTAINS"
"900050","WV","28","APPALACHIAN MOUNTAINS"
"900051","WV","28","APPALACHIAN MOUNTAINS"
"900052","WV","28","APPALACHIAN MOUNTAINS"
"900053","WV","28","APPALACHIAN MOUNTAINS"
"900112","WV","28","APPALACHIAN MOUNTAINS"
"900132","WV","28","APPALACHIAN MOUNTAINS"
"900140","WV","28","APPALACHIAN MOUNTAINS"
"900147","WV","28","APPALACHIAN MOUNTAINS"
"900149","WV","28","APPALACHIAN MOUNTAINS"
"900150","WV","28","APPALACHIAN MOUNTAINS"
"900901","WV","28","APPALACHIAN MOUNTAINS"
"900902","WV","28","APPALACHIAN MOUNTAINS"
"900903","WV","28","APPALACHIAN MOUNTAINS"
"909245","WV","28","APPALACHIAN MOUNTAINS"
"900023","WV","28","APPALACHIAN MOUNTAINS"
"900034","WV","28","APPALACHIAN MOUNTAINS"
"900027","WV","28","APPALACHIAN MOUNTAINS"
"Berkshire","VT","14","ATLANTIC NORTHERN FOREST"
"250079","FL","31","PENINSULAR FLORIDA"
"250921","FL","27","SOUTHEASTERN COASTAL PLAIN"
"460037","MD","30","NEW ENGLAND/MID-ATLANTIC COAST"
"250907","FL","31","PENINSULAR FLORIDA"
"460049","MD","30","NEW ENGLAND/MID-ATLANTIC COAST"
"880029","VA","30","NEW ENGLAND/MID-ATLANTIC COAST"
"250009","FL","27","SOUTHEASTERN COASTAL PLAIN"
"880913","VA","30","NEW ENGLAND/MID-ATLANTIC COAST"
"250183","FL","31","PENINSULAR FLORIDA"
"259336","FL","27","SOUTHEASTERN COASTAL PLAIN"
"460043","MD","30","NEW ENGLAND/MID-ATLANTIC COAST"
"250052","FL","27","SOUTHEASTERN COASTAL PLAIN"
"Wellelsey Island","NY","13","LOWER GREAT LAKES/ ST. LAWRENCE PLAIN"
"259242","FL","27","SOUTHEASTERN COASTAL PLAIN"
"250083","FL","31","PENINSULAR FLORIDA"
"250078","FL","31","PENINSULAR FLORIDA"
